string,prefix,word,sep,pos,year,rel_freq
hyper - économique,hyper,économique,TIRET,Adj_Nom,1980,0.004442693562457059
maxi - mini,maxi,mini,TIRET,Adj_Nom,1980,0.002961795708304707
méga - machine,méga,machine,TIRET,Vrb_Nom,1980,0.011847182833218829
méga - machines,méga,machines,TIRET,Vrb_Nom,1980,0.004442693562457059
méga - structure,méga,structure,TIRET,Vrb_Nom,1980,0.0014808978541523533
super - capitalisme,super,capitalisme,TIRET,Nom,1980,0.011847182833218829
super - centre,super,centre,TIRET,Vrb_Nom,1980,0.005923591416609413
super - complexe,super,complexe,TIRET,Vrb_Nom_Adj,1980,0.0014808978541523533
super - concentration,super,concentration,TIRET,Nom,1980,0.002961795708304707
super - conscience,super,conscience,TIRET,Nom,1980,0.014808978541523531
super - conscient,super,conscient,TIRET,Adj_Nom,1980,0.0014808978541523533
super - contrôle,super,contrôle,TIRET,Vrb_Nom,1980,0.0014808978541523533
super - critique,super,critique,TIRET,Vrb_Nom_Adj,1980,0.0222134678122853
super - développement,super,développement,TIRET,Nom,1980,0.0014808978541523533
super - grand,super,grand,TIRET,Adj_Nom_Adv,1980,0.028137059228894708
super - impérialisme,super,impérialisme,TIRET,Nom,1980,0.02665616137474236
super - industrialisation,super,industrialisation,TIRET,Nom,1980,0.008885387124914119
super - lourds,super,lourds,TIRET,Adj_Nom,1980,0.004442693562457059
super - léger,super,léger,TIRET,Adj_Nom_Adv,1980,0.007404489270761766
super - légers,super,légers,TIRET,Adj_Nom,1980,0.005923591416609413
super - machine,super,machine,TIRET,Vrb_Nom,1980,0.0014808978541523533
super - marché,super,marché,TIRET,Vrb_Nom,1980,0.08293027983253178
super - marchés,super,marchés,TIRET,Nom,1980,0.06664040343685589
super - ordinateur,super,ordinateur,TIRET,Nom,1980,0.002961795708304707
super - organisation,super,organisation,TIRET,Nom,1980,0.005923591416609413
super - patriote,super,patriote,TIRET,Adj_Nom,1980,0.0014808978541523533
super - patriotes,super,patriotes,TIRET,Adj_Nom,1980,0.004442693562457059
super - production,super,production,TIRET,Nom,1980,0.034060650645504134
super - productions,super,productions,TIRET,Nom,1980,0.023694365666437654
super - protection,super,protection,TIRET,Nom,1980,0.002961795708304707
super - protectionnisme,super,protectionnisme,TIRET,Nom,1980,0.0014808978541523533
super - puissance,super,puissance,TIRET,Nom,1980,0.17918864035243473
super - puissant,super,puissant,TIRET,Adj_Nom,1980,0.005923591416609413
super - puissante,super,puissante,TIRET,Adj,1980,0.004442693562457059
super - puissants,super,puissants,TIRET,Adj_Nom,1980,0.008885387124914119
super - rapide,super,rapide,TIRET,Adj_Nom,1980,0.002961795708304707
super - rationalisme,super,rationalisme,TIRET,Nom,1980,0.002961795708304707
super - riche,super,riche,TIRET,Adj_Nom,1980,0.0014808978541523533
super - riches,super,riches,TIRET,Adj_Nom,1980,0.004442693562457059
super - réalité,super,réalité,TIRET,Nom,1980,0.004442693562457059
super - révolutionnaire,super,révolutionnaire,TIRET,Adj_Nom,1980,0.0014808978541523533
super - science,super,science,TIRET,Nom,1980,0.010366284979066472
super - signe,super,signe,TIRET,Vrb_Nom,1980,0.0014808978541523533
super - spécialisation,super,spécialisation,TIRET,Nom,1980,0.004442693562457059
super - star,super,star,TIRET,Nom,1980,0.0222134678122853
super - technique,super,technique,TIRET,Adj_Nom,1980,0.002961795708304707
supra - conducteurs,supra,conducteurs,TIRET,Adj_Nom,1980,0.013328080687371178
supra - conductrices,supra,conductrices,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - basique,ultra,basique,TIRET,Adj,1980,0.008885387124914119
ultra - basiques,ultra,basiques,TIRET,Adj,1980,0.03850334420796118
ultra - capitalisme,ultra,capitalisme,TIRET,Nom,1980,0.004442693562457059
ultra - catholique,ultra,catholique,TIRET,Adj_Nom,1980,0.004442693562457059
ultra - catholiques,ultra,catholiques,TIRET,Adj_Nom,1980,0.007404489270761766
ultra - centralisateur,ultra,centralisateur,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - centralisme,ultra,centralisme,TIRET,Nom,1980,0.008885387124914119
ultra - centralisé,ultra,centralisé,TIRET,Vrb_Adj,1980,0.0014808978541523533
ultra - centralisée,ultra,centralisée,TIRET,Vrb_Adj,1980,0.014808978541523531
ultra - centrifugation,ultra,centrifugation,TIRET,Nom,1980,0.007404489270761766
ultra - centrifugeuse,ultra,centrifugeuse,TIRET,Nom,1980,0.005923591416609413
ultra - chic,ultra,chic,TIRET,Adj_Nom_Adv,1980,0.010366284979066472
ultra - civilisé,ultra,civilisé,TIRET,Vrb_Nom_Adj,1980,0.0014808978541523533
ultra - civilisée,ultra,civilisée,TIRET,Vrb_Nom_Adj,1980,0.002961795708304707
ultra - civilisés,ultra,civilisés,TIRET,Vrb_Nom_Adj,1980,0.0014808978541523533
ultra - classique,ultra,classique,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - complexe,ultra,complexe,TIRET,Vrb_Nom_Adj,1980,0.0014808978541523533
ultra - concurrentiel,ultra,concurrentiel,TIRET,Adj,1980,0.0014808978541523533
ultra - conformiste,ultra,conformiste,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - conscience,ultra,conscience,TIRET,Nom,1980,0.002961795708304707
ultra - conservateur,ultra,conservateur,TIRET,Adj_Nom,1980,0.031098854937199417
ultra - conservateurs,ultra,conservateurs,TIRET,Adj_Nom,1980,0.035541548499656475
ultra - conservatrice,ultra,conservatrice,TIRET,Adj_Nom,1980,0.042946037770418236
ultra - court,ultra,court,TIRET,Vrb_Nom_Adv_Adj,1980,0.007404489270761766
ultra - courte,ultra,courte,TIRET,Adj,1980,0.02517526352059
ultra - courtes,ultra,courtes,TIRET,Adj,1980,0.06367860772855119
ultra - critique,ultra,critique,TIRET,Vrb_Nom_Adj,1980,0.0014808978541523533
ultra - célèbre,ultra,célèbre,TIRET,Vrb_Adj,1980,0.0014808978541523533
ultra - durs,ultra,durs,TIRET,Adj_Nom,1980,0.005923591416609413
ultra - démocratie,ultra,démocratie,TIRET,Nom,1980,0.008885387124914119
ultra - démocratique,ultra,démocratique,TIRET,Adj,1980,0.002961795708304707
ultra - filtration,ultra,filtration,TIRET,Nom,1980,0.014808978541523531
ultra - fin,ultra,fin,TIRET,Adj_Nom_Adv,1980,0.0014808978541523533
ultra - fine,ultra,fine,TIRET,Adj_Nom,1980,0.007404489270761766
ultra - fines,ultra,fines,TIRET,Adj_Nom,1980,0.031098854937199417
ultra - fins,ultra,fins,TIRET,Adj_Nom,1980,0.005923591416609413
ultra - frais,ultra,frais,TIRET,Adj_Nom_Adv,1980,0.002961795708304707
ultra - féminine,ultra,féminine,TIRET,Adj,1980,0.002961795708304707
ultra - humain,ultra,humain,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - impérialisme,ultra,impérialisme,TIRET,Nom,1980,0.011847182833218829
ultra - individualiste,ultra,individualiste,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - libéral,ultra,libéral,TIRET,Adj_Nom,1980,0.014808978541523531
ultra - libérale,ultra,libérale,TIRET,Adj_Nom,1980,0.008885387124914119
ultra - libéralisme,ultra,libéralisme,TIRET,Nom,1980,0.010366284979066472
ultra - logique,ultra,logique,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - léger,ultra,léger,TIRET,Adj_Nom_Adv,1980,0.010366284979066472
ultra - légers,ultra,légers,TIRET,Adj_Nom,1980,0.016289876395675886
ultra - légère,ultra,légère,TIRET,Adj,1980,0.004442693562457059
ultra - légères,ultra,légères,TIRET,Adj,1980,0.011847182833218829
ultra - microscope,ultra,microscope,TIRET,Nom,1980,0.0014808978541523533
ultra - microscopique,ultra,microscopique,TIRET,Adj,1980,0.002961795708304707
ultra - minces,ultra,minces,TIRET,Vrb_Adj,1980,0.0014808978541523533
ultra - mobiles,ultra,mobiles,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - modernisme,ultra,modernisme,TIRET,Nom,1980,0.0014808978541523533
ultra - nationalisme,ultra,nationalisme,TIRET,Nom,1980,0.011847182833218829
ultra - nationaliste,ultra,nationaliste,TIRET,Adj_Nom,1980,0.042946037770418236
ultra - nationalistes,ultra,nationalistes,TIRET,Adj_Nom,1980,0.031098854937199417
ultra - orthodoxe,ultra,orthodoxe,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - patriote,ultra,patriote,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - patriotisme,ultra,patriotisme,TIRET,Nom,1980,0.0014808978541523533
ultra - plat,ultra,plat,TIRET,Adj_Nom_Adv,1980,0.0014808978541523533
ultra - plate,ultra,plate,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - plats,ultra,plats,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - protecteur,ultra,protecteur,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - précoces,ultra,précoces,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - puissante,ultra,puissante,TIRET,Adj,1980,0.0014808978541523533
ultra - puissantes,ultra,puissantes,TIRET,Adj,1980,0.0014808978541523533
ultra - pur,ultra,pur,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - pure,ultra,pure,TIRET,Adj_Nom,1980,0.004442693562457059
ultra - purs,ultra,purs,TIRET,Adj_Nom,1980,0.007404489270761766
ultra - rationaliste,ultra,rationaliste,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - rationnelle,ultra,rationnelle,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - riche,ultra,riche,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - riches,ultra,riches,TIRET,Adj_Nom,1980,0.004442693562457059
ultra - romantique,ultra,romantique,TIRET,Adj_Nom,1980,0.004442693562457059
ultra - rouge,ultra,rouge,TIRET,Adj_Nom_Adv,1980,0.002961795708304707
ultra - rouges,ultra,rouges,TIRET,Adj_Nom,1980,0.002961795708304707
ultra - réactionnaire,ultra,réactionnaire,TIRET,Adj_Nom,1980,0.03850334420796118
ultra - réactionnaires,ultra,réactionnaires,TIRET,Adj_Nom,1980,0.031098854937199417
ultra - réalisme,ultra,réalisme,TIRET,Nom,1980,0.002961795708304707
ultra - réduit,ultra,réduit,TIRET,Vrb_Nom_Adj,1980,0.004442693562457059
ultra - réfractaires,ultra,réfractaires,TIRET,Adj_Nom,1980,0.008885387124914119
ultra - révolutionnaire,ultra,révolutionnaire,TIRET,Adj_Nom,1980,0.01925167210398059
ultra - sensible,ultra,sensible,TIRET,Adj_Nom,1980,0.03850334420796118
ultra - sensibles,ultra,sensibles,TIRET,Adj_Nom,1980,0.047388731332875314
ultra - simple,ultra,simple,TIRET,Adj_Nom,1980,0.005923591416609413
ultra - sophistiqué,ultra,sophistiqué,TIRET,Vrb_Adj,1980,0.0014808978541523533
ultra - sophistiquée,ultra,sophistiquée,TIRET,Vrb_Adj,1980,0.005923591416609413
ultra - sophistiquées,ultra,sophistiquées,TIRET,Vrb_Adj,1980,0.010366284979066472
ultra - sophistiqués,ultra,sophistiqués,TIRET,Vrb_Adj,1980,0.005923591416609413
ultra - spiritualiste,ultra,spiritualiste,TIRET,Adj_Nom,1980,0.0014808978541523533
ultra - spécialisation,ultra,spécialisation,TIRET,Nom,1980,0.005923591416609413
ultra - spécialisé,ultra,spécialisé,TIRET,Vrb_Adj,1980,0.002961795708304707
ultra - spécialisée,ultra,spécialisée,TIRET,Vrb_Adj,1980,0.002961795708304707
ultra - spécialisées,ultra,spécialisées,TIRET,Vrb_Adj,1980,0.0014808978541523533
ultra - spécialisés,ultra,spécialisés,TIRET,Vrb_Adj,1980,0.004442693562457059
ultra - stabilité,ultra,stabilité,TIRET,Nom,1980,0.002961795708304707
ultra - stable,ultra,stable,TIRET,Adj,1980,0.004442693562457059
ultra - sélectif,ultra,sélectif,TIRET,Adj,1980,0.004442693562457059
ultra - sélective,ultra,sélective,TIRET,Adj,1980,0.0014808978541523533
ultra - violence,ultra,violence,TIRET,Nom,1980,0.0014808978541523533
ultra - économique,ultra,économique,TIRET,Adj_Nom,1980,0.002961795708304707
archiclassique,archi,classique,FUSION,Adj_Nom,1981,0.0015331273497016388
archicélèbre,archi,célèbre,FUSION,Vrb_Adj,1981,0.0015331273497016388
archimoderne,archi,moderne,FUSION,Adj_Nom,1981,0.0015331273497016388
archirévolutionnaire,archi,révolutionnaire,FUSION,Adj_Nom,1981,0.003066254699403277
archisimple,archi,simple,FUSION,Adj_Nom,1981,0.0015331273497016388
extracon,extra,con,FUSION,Adj_Nom,1981,0.0015331273497016388
extrafin,extra,fin,FUSION,Adj_Nom_Adv,1981,0.0045993820491049145
extrafine,extra,fine,FUSION,Adj_Nom,1981,0.0015331273497016388
extrafins,extra,fins,FUSION,Adj_Nom,1981,0.0045993820491049145
extralourd,extra,lourd,FUSION,Adj_Nom_Adv,1981,0.0015331273497016388
extralucidité,extra,lucidité,FUSION,Nom,1981,0.0045993820491049145
extralégère,extra,légère,FUSION,Adj,1981,0.0015331273497016388
extramince,extra,mince,FUSION,Vrb_Adv_Adj,1981,0.0015331273497016388
extraplat,extra,plat,FUSION,Adj_Nom_Adv,1981,0.0045993820491049145
extraplate,extra,plate,FUSION,Adj_Nom,1981,0.0045993820491049145
extratensif,extra,tensif,FUSION,Adj,1981,0.019930655546121303
extratensifs,extra,tensifs,FUSION,Adj,1981,0.01226501879761311
extratensive,extra,tensive,FUSION,Adj,1981,0.0045993820491049145
extratensives,extra,tensives,FUSION,Adj,1981,0.003066254699403277
hyperacides,hyper,acides,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperactif,hyper,actif,FUSION,Adj_Nom,1981,0.02453003759522622
hyperactifs,hyper,actifs,FUSION,Adj_Nom,1981,0.03679505639283933
hyperactive,hyper,active,FUSION,Vrb_Nom_Adj,1981,0.02146378289582294
hyperbasiques,hyper,basiques,FUSION,Adj,1981,0.003066254699403277
hyperbrachycéphales,hyper,brachycéphales,FUSION,Adj_Nom,1981,0.0015331273497016388
hypercapitalisme,hyper,capitalisme,FUSION,Nom,1981,0.003066254699403277
hypercentralisateur,hyper,centralisateur,FUSION,Adj_Nom,1981,0.007665636748508194
hypercentralisation,hyper,centralisation,FUSION,Nom,1981,0.03679505639283933
hypercentralisé,hyper,centralisé,FUSION,Vrb_Adj,1981,0.03526192904313768
hypercentralisée,hyper,centralisée,FUSION,Vrb_Adj,1981,0.01226501879761311
hypercentre,hyper,centre,FUSION,Vrb_Nom,1981,0.10578578712941307
hypercentres,hyper,centres,FUSION,Vrb_Nom,1981,0.0045993820491049145
hyperchoix,hyper,choix,FUSION,Nom,1981,0.003066254699403277
hypercivilisé,hyper,civilisé,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
hypercivilisée,hyper,civilisée,FUSION,Vrb_Nom_Adj,1981,0.0045993820491049145
hypercivilisés,hyper,civilisés,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
hypercompensation,hyper,compensation,FUSION,Nom,1981,0.0015331273497016388
hypercomplexe,hyper,complexe,FUSION,Vrb_Nom_Adj,1981,0.02146378289582294
hypercomplexes,hyper,complexes,FUSION,Vrb_Nom_Adj,1981,0.02146378289582294
hypercompétitif,hyper,compétitif,FUSION,Adj,1981,0.0015331273497016388
hyperconcentration,hyper,concentration,FUSION,Nom,1981,0.03679505639283933
hyperconformiste,hyper,conformiste,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperconscience,hyper,conscience,FUSION,Nom,1981,0.02146378289582294
hyperconscient,hyper,conscient,FUSION,Adj_Nom,1981,0.007665636748508194
hyperconsciente,hyper,consciente,FUSION,Adj,1981,0.003066254699403277
hyperconsommation,hyper,consommation,FUSION,Nom,1981,0.006132509398806555
hypercontrôle,hyper,contrôle,FUSION,Vrb_Nom,1981,0.006132509398806555
hypercritiques,hyper,critiques,FUSION,Vrb_Nom_Adj,1981,0.04599382049104917
hyperculture,hyper,culture,FUSION,Nom,1981,0.003066254699403277
hyperdense,hyper,dense,FUSION,Adj,1981,0.01073189144791147
hyperdenses,hyper,denses,FUSION,Adj,1981,0.0015331273497016388
hyperdéveloppement,hyper,développement,FUSION,Nom,1981,0.02453003759522622
hyperelliptiques,hyper,elliptiques,FUSION,Adj,1981,0.0015331273497016388
hyperexcitation,hyper,excitation,FUSION,Nom,1981,0.013798146147314748
hyperfiltration,hyper,filtration,FUSION,Nom,1981,0.009198764098209829
hyperfin,hyper,fin,FUSION,Adj_Nom_Adv,1981,0.04292756579164588
hyperfines,hyper,fines,FUSION,Adj_Nom,1981,0.01073189144791147
hyperfins,hyper,fins,FUSION,Adj_Nom,1981,0.030662546994032768
hyperindividualisme,hyper,individualisme,FUSION,Nom,1981,0.003066254699403277
hyperindividualiste,hyper,individualiste,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperindividualistes,hyper,individualistes,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperindustrialisation,hyper,industrialisation,FUSION,Nom,1981,0.0045993820491049145
hyperindustrialisée,hyper,industrialisée,FUSION,Vrb_Adj,1981,0.006132509398806555
hyperlibéral,hyper,libéral,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperlibéralisme,hyper,libéralisme,FUSION,Nom,1981,0.0045993820491049145
hyperlogique,hyper,logique,FUSION,Adj_Nom,1981,0.003066254699403277
hyperlucidité,hyper,lucidité,FUSION,Nom,1981,0.016864400846718027
hypermicroscope,hyper,microscope,FUSION,Nom,1981,0.0015331273497016388
hypermobile,hyper,mobile,FUSION,Adj_Nom,1981,0.006132509398806555
hypermoderne,hyper,moderne,FUSION,Adj_Nom,1981,0.0045993820491049145
hypermodernes,hyper,modernes,FUSION,Adj_Nom,1981,0.0015331273497016388
hypermétaphysique,hyper,métaphysique,FUSION,Vrb_Nom_Adj,1981,0.006132509398806555
hypernationalisme,hyper,nationalisme,FUSION,Nom,1981,0.006132509398806555
hypernationaliste,hyper,nationaliste,FUSION,Adj_Nom,1981,0.009198764098209829
hypernationalistes,hyper,nationalistes,FUSION,Adj_Nom,1981,0.007665636748508194
hypernerveuse,hyper,nerveuse,FUSION,Adj_Nom,1981,0.0015331273497016388
hypernerveux,hyper,nerveux,FUSION,Adj_Nom,1981,0.007665636748508194
hypernormal,hyper,normal,FUSION,Adj,1981,0.0015331273497016388
hypernormale,hyper,normale,FUSION,Adj_Nom,1981,0.009198764098209829
hypernormales,hyper,normales,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperorganique,hyper,organique,FUSION,Adj,1981,0.016864400846718027
hyperorganiques,hyper,organiques,FUSION,Adj,1981,0.0015331273497016388
hyperorganisme,hyper,organisme,FUSION,Nom,1981,0.003066254699403277
hyperorganisée,hyper,organisée,FUSION,Vrb_Adj,1981,0.0015331273497016388
hyperparasitisme,hyper,parasitisme,FUSION,Nom,1981,0.003066254699403277
hyperpersonnel,hyper,personnel,FUSION,Adj_Nom,1981,0.007665636748508194
hyperphysique,hyper,physique,FUSION,Adj_Nom,1981,0.03679505639283933
hyperplastiques,hyper,plastiques,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
hyperpolitique,hyper,politique,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
hyperpotassique,hyper,potassique,FUSION,Adj,1981,0.0015331273497016388
hyperpressions,hyper,pressions,FUSION,Vrb_Nom,1981,0.0015331273497016388
hyperproduction,hyper,production,FUSION,Nom,1981,0.003066254699403277
hyperprotecteur,hyper,protecteur,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperprotecteurs,hyper,protecteurs,FUSION,Adj_Nom,1981,0.0045993820491049145
hyperprotection,hyper,protection,FUSION,Nom,1981,0.016864400846718027
hyperprotégé,hyper,protégé,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
hyperpuissants,hyper,puissants,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperrationalisme,hyper,rationalisme,FUSION,Nom,1981,0.006132509398806555
hyperrationnel,hyper,rationnel,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperrationnelle,hyper,rationnelle,FUSION,Adj_Nom,1981,0.0045993820491049145
hyperrelativiste,hyper,relativiste,FUSION,Adj_Nom,1981,0.0045993820491049145
hyperromantique,hyper,romantique,FUSION,Adj_Nom,1981,0.003066254699403277
hyperréaction,hyper,réaction,FUSION,Nom,1981,0.006132509398806555
hyperréalisme,hyper,réalisme,FUSION,Nom,1981,0.20083968281091466
hyperréaliste,hyper,réaliste,FUSION,Adj_Nom,1981,0.052126329889855716
hyperréalistes,hyper,réalistes,FUSION,Adj_Nom,1981,0.05519258458925898
hyperréalité,hyper,réalité,FUSION,Nom,1981,0.032195674343734416
hyperréel,hyper,réel,FUSION,Adj_Nom,1981,0.03679505639283933
hypersophistiqué,hyper,sophistiqué,FUSION,Vrb_Adj,1981,0.003066254699403277
hypersophistiquée,hyper,sophistiquée,FUSION,Vrb_Adj,1981,0.006132509398806555
hypersophistiquées,hyper,sophistiquées,FUSION,Vrb_Adj,1981,0.0015331273497016388
hyperspiritualiste,hyper,spiritualiste,FUSION,Adj_Nom,1981,0.0015331273497016388
hyperspécialisation,hyper,spécialisation,FUSION,Nom,1981,0.04446069314134752
hyperspécialistes,hyper,spécialistes,FUSION,Adj_Nom,1981,0.006132509398806555
hyperspécialisé,hyper,spécialisé,FUSION,Vrb_Adj,1981,0.006132509398806555
hyperspécialisée,hyper,spécialisée,FUSION,Vrb_Adj,1981,0.01226501879761311
hyperspécialisées,hyper,spécialisées,FUSION,Vrb_Adj,1981,0.0045993820491049145
hyperspécialisés,hyper,spécialisés,FUSION,Vrb_Adj,1981,0.01073189144791147
hyperstabilité,hyper,stabilité,FUSION,Nom,1981,0.013798146147314748
hyperstable,hyper,stable,FUSION,Adj,1981,0.02453003759522622
hyperstimulation,hyper,stimulation,FUSION,Nom,1981,0.0015331273497016388
hypersécrétions,hyper,sécrétions,FUSION,Vrb_Nom,1981,0.0015331273497016388
hypersélectif,hyper,sélectif,FUSION,Adj,1981,0.0045993820491049145
hypertechnique,hyper,technique,FUSION,Adj_Nom,1981,0.0045993820491049145
hypertensif,hyper,tensif,FUSION,Adj,1981,0.01226501879761311
hypertensifs,hyper,tensifs,FUSION,Adj,1981,0.015331273497016388
hypertensives,hyper,tensives,FUSION,Adj,1981,0.022996910245524586
hypervirilité,hyper,virilité,FUSION,Nom,1981,0.003066254699403277
hyperélastique,hyper,élastique,FUSION,Adj_Nom,1981,0.01226501879761311
hyperélastiques,hyper,élastiques,FUSION,Adj_Nom,1981,0.003066254699403277
mégablocs,méga,blocs,FUSION,Nom,1981,0.007665636748508194
mégamachine,méga,machine,FUSION,Vrb_Nom,1981,0.05059320254015408
mégamachines,méga,machines,FUSION,Vrb_Nom,1981,0.01073189144791147
mégascience,méga,science,FUSION,Nom,1981,0.026063164944927858
mégastructure,méga,structure,FUSION,Vrb_Nom,1981,0.03832818374254097
mégastructures,méga,structures,FUSION,Vrb_Nom,1981,0.04446069314134752
superacide,super,acide,FUSION,Adj_Nom,1981,0.0015331273497016388
superacides,super,acides,FUSION,Adj_Nom,1981,0.0045993820491049145
superactif,super,actif,FUSION,Adj_Nom,1981,0.0045993820491049145
superactifs,super,actifs,FUSION,Adj_Nom,1981,0.006132509398806555
superactive,super,active,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
superblanc,super,blanc,FUSION,Adj_Nom,1981,0.0015331273497016388
supercapitalisme,super,capitalisme,FUSION,Nom,1981,0.0015331273497016388
supercentrifuge,super,centrifuge,FUSION,Vrb_Adj,1981,0.003066254699403277
supercivilisé,super,civilisé,FUSION,Vrb_Nom_Adj,1981,0.0015331273497016388
superconcentration,super,concentration,FUSION,Nom,1981,0.003066254699403277
superconducteurs,super,conducteurs,FUSION,Adj_Nom,1981,0.006132509398806555
superconscience,super,conscience,FUSION,Nom,1981,0.02146378289582294
superconscient,super,conscient,FUSION,Adj_Nom,1981,0.0015331273497016388
superconsciente,super,consciente,FUSION,Adj,1981,0.0015331273497016388
supercontraction,super,contraction,FUSION,Nom,1981,0.0015331273497016388
supercritique,super,critique,FUSION,Vrb_Nom_Adj,1981,0.05979196663836391
supercritiques,super,critiques,FUSION,Vrb_Nom_Adj,1981,0.022996910245524586
superdense,super,dense,FUSION,Adj,1981,0.0015331273497016388
superdenses,super,denses,FUSION,Adj,1981,0.0015331273497016388
superfin,super,fin,FUSION,Adj_Nom_Adv,1981,0.018397528196419658
superfines,super,fines,FUSION,Adj_Nom,1981,0.003066254699403277
superfins,super,fins,FUSION,Adj_Nom,1981,0.0045993820491049145
superfluide,super,fluide,FUSION,Adj_Nom,1981,0.10885204182881636
supergrand,super,grand,FUSION,Adj_Nom_Adv,1981,0.032195674343734416
superimpérialisme,super,impérialisme,FUSION,Nom,1981,0.0045993820491049145
superindustrielle,super,industrielle,FUSION,Adj_Nom,1981,0.0015331273497016388
superlourd,super,lourd,FUSION,Adj_Nom_Adv,1981,0.0045993820491049145
superlourds,super,lourds,FUSION,Adj_Nom,1981,0.0045993820491049145
supernaturaliste,super,naturaliste,FUSION,Adj_Nom,1981,0.01073189144791147
supernaturalistes,super,naturalistes,FUSION,Adj_Nom,1981,0.0015331273497016388
supernaturel,super,naturel,FUSION,Adj_Nom,1981,0.006132509398806555
supernaturelle,super,naturelle,FUSION,Adj_Nom,1981,0.007665636748508194
supernormal,super,normal,FUSION,Adj,1981,0.0015331273497016388
superordinateur,super,ordinateur,FUSION,Nom,1981,0.0045993820491049145
superorganique,super,organique,FUSION,Adj,1981,0.006132509398806555
superparasitisme,super,parasitisme,FUSION,Nom,1981,0.007665636748508194
superpatriotes,super,patriotes,FUSION,Adj_Nom,1981,0.02146378289582294
superplastique,super,plastique,FUSION,Vrb_Nom_Adj,1981,0.05519258458925898
superplastiques,super,plastiques,FUSION,Vrb_Nom_Adj,1981,0.0045993820491049145
superproduction,super,production,FUSION,Nom,1981,0.07972262218448521
superproductions,super,productions,FUSION,Nom,1981,0.05519258458925898
superpuissant,super,puissant,FUSION,Adj_Nom,1981,0.0015331273497016388
superpuissantes,super,puissantes,FUSION,Adj,1981,0.003066254699403277
superpuissants,super,puissants,FUSION,Adj_Nom,1981,0.006132509398806555
supersaturation,super,saturation,FUSION,Nom,1981,0.015331273497016388
supersensible,super,sensible,FUSION,Adj_Nom,1981,0.006132509398806555
supersigne,super,signe,FUSION,Vrb_Nom,1981,0.003066254699403277
superspécialisation,super,spécialisation,FUSION,Nom,1981,0.003066254699403277
superspécialistes,super,spécialistes,FUSION,Adj_Nom,1981,0.0015331273497016388
superstar,super,star,FUSION,Nom,1981,0.06285822133776718
supertechnique,super,technique,FUSION,Adj_Nom,1981,0.0015331273497016388
supertechnologie,super,technologie,FUSION,Nom,1981,0.006132509398806555
superville,super,ville,FUSION,Nom,1981,0.01073189144791147
supervirilité,super,virilité,FUSION,Nom,1981,0.0015331273497016388
supervivant,super,vivant,FUSION,Vrb_Nom_Adj,1981,0.003066254699403277
supraconductibilité,supra,conductibilité,FUSION,Nom,1981,0.015331273497016388
supraconductrices,supra,conductrices,FUSION,Adj_Nom,1981,0.07205698543597702
suprapur,supra,pur,FUSION,Adj_Nom,1981,0.003066254699403277
ultrabasique,ultra,basique,FUSION,Adj,1981,0.02912941964433113
ultracatholique,ultra,catholique,FUSION,Adj_Nom,1981,0.01073189144791147
ultracatholiques,ultra,catholiques,FUSION,Adj_Nom,1981,0.007665636748508194
ultracentralisé,ultra,centralisé,FUSION,Vrb_Adj,1981,0.003066254699403277
ultracentrifuge,ultra,centrifuge,FUSION,Vrb_Adj,1981,0.0015331273497016388
ultracentrifugeuse,ultra,centrifugeuse,FUSION,Nom,1981,0.003066254699403277
ultrachromatisme,ultra,chromatisme,FUSION,Nom,1981,0.019930655546121303
ultraconservateur,ultra,conservateur,FUSION,Adj_Nom,1981,0.013798146147314748
