,string,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,full_count
1016,super du,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,1.0,1.0,0,0.0,0,1,1,1,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,2.0,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,1,0,3,0,4,0,4,0,6,1,76.0
1017,super duabus,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,3.0,0.0,0.0,8.0,1,55,5.0,6.0,0.0,4.0,1.0,12,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,3.0,6.0,0.0,20,0,11.0,5.0,6,2.0,0.0,0.0,0.0,0,0,0.0,1,0,1,1.0,3,1,3,0,0,2,0,0,0,1,0,6,3,0,1,0,3,1,1,0,1,2,0,3,2,7,9,3,0,2,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,3,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.0
1018,super duas,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,0,0.0,0,0,0,0,0.0,0.0,0,1.0,0,2.0,0.0,0.0,0.0,0,6,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,26,3,0.0,0.0,0,1.0,0.0,6.0,4.0,0,0,0.0,0,0,0,2.0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,3,1,0,2,0,4,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,121.0
1019,super dubiis,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,0,0,0,19.0,0,0.0,3.0,0.0,0,5.0,0.0,1.0,0,0,5.0,4.0,3,1.0,0.0,0.0,0.0,0,0,0.0,3,0,0,0.0,0,2,0,0,3,0,0,5,0,1,0,4,1,0,3,3,0,2,0,1,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,123.0
1020,super dubio,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.0,0,2.0,0.0,1.0,5,0,14.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0.0,0,0,0,3.0,50,1,9,0,0,0,0,0,0,6,4,7,1,1,1,1,2,2,1,1,1,0,2,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,35,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,1,0,2,0,0,4,2,0,1,1,1,1,8,1,4,3,34,5,0,1,15,271.0
1021,super duo,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,7.0,3.0,0.0,0,3.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.0,3.0,0.0,2.0,0.0,0,0.0,0.0,0,0,7,0.0,0,1.0,0.0,0.0,0,0.0,0.0,3.0,1,0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,4,0,0.0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,1,2,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,96.0
1022,super duobus,0.0,0.0,0,0,5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,4,0.0,0,3.0,0.0,3.0,4.0,0,5,7.0,0.0,7.0,0.0,3.0,0,0.0,0.0,0,4,0,0.0,0,0.0,0.0,13.0,0,0.0,0.0,1.0,28,0,1.0,4.0,6,0.0,1.0,1.0,4.0,0,1,0.0,2,0,3,0.0,2,2,0,2,2,0,4,4,0,1,1,2,3,0,3,0,0,14,8,3,2,1,4,1,2,3,0,3,0,1,5,3,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,4,5,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,224.0
1023,super duodecim,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,3.0,0,0,0,0,0.0,0.0,0,8.0,12,0.0,0.0,10.0,3.0,5,0,16.0,6.0,3.0,0.0,1.0,0,2.0,0.0,0,0,0,6.0,4,0.0,0.0,1.0,5,0.0,0.0,0.0,52,0,0.0,2.0,0,0.0,0.0,0.0,2.0,0,1,0.0,0,2,2,0.0,5,0,3,0,0,5,2,2,0,0,0,0,4,7,0,0,2,5,2,3,0,2,0,1,1,0,0,0,2,1,0,0,5,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,3,1,7,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,4,1,0,0,0,0,0,0,248.0
1024,super duos,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,12,0,0.0,8.0,2,0.0,0.0,0.0,0.0,3,0,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,5,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,3,2,5,2,0,0,2,5,1,0,1,0,4,0,2,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,1,0,1,1,0,1,0,1,0,0,115.0
1025,super dur,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,5,3,4,1,6,12,8,4,58.0
1026,super décima,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,9.0,0.0,0,0.0,0,1.0,0.0,7.0,7.0,7,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,1.0,0.0,0.0,1,2.0,0.0,1.0,2,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,2,1.0,10,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,16,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
1027,super e,1.0,0.0,1,0,1,0,0.0,1.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,1.0,2.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,1,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,50.0
1028,super ea,0.0,0.0,0,0,0,2,3.0,0.0,0.0,0,7.0,11.0,0.0,0.0,2.0,0.0,0,2.0,3.0,0.0,1.0,2.0,11,22.0,1,8.0,1.0,2.0,6,4.0,2,0,2,3,0.0,3.0,4,4.0,2,30.0,1.0,7.0,30.0,9,55,22.0,7.0,12.0,34.0,5.0,12,1.0,3.0,10,3,3,0.0,3,6.0,9.0,8.0,17,21.0,15.0,19.0,9,2,7.0,5.0,14,9.0,1.0,7.0,1.0,1,2,12.0,6,8,12,2.0,5,11,6,8,14,16,14,22,4,3,2,8,2,3,5,8,1,7,2,9,2,2,1,7,47,17,5,2,1,8,1,3,2,1,0,0,1,0,4,14,3,1,2,1,1,1,0,0,3,2,3,3,1,3,1,2,5,2,0,5,0,4,0,0,0,5,1,1,5,4,0,1,3,2,1,2,2,2,1,7,11,3,2,10,15,11,2,10,2,1,3,2,3,0,0,1,3,0,1,2,0,1,2,5,0,1,4,2,2,5,1,1,0,0,1,6,0,12,3,5,4,7,2,9,3,4,3,3,7,1071.0
1029,super eadem,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,3.0,0.0,0,3.0,1,16.0,0.0,43.0,13.0,6,5,2.0,17.0,8.0,2.0,6.0,1,0.0,1.0,0,2,2,0.0,5,1.0,0.0,0.0,0,2.0,7.0,7.0,10,0,4.0,1.0,6,3.0,3.0,0.0,0.0,3,0,12.0,3,5,5,4.0,16,3,11,3,7,6,7,6,4,4,3,2,4,12,4,6,9,1,2,2,4,4,17,1,7,5,15,5,2,5,0,2,2,4,0,1,0,0,0,3,2,0,0,3,0,0,3,1,0,7,1,5,2,4,3,6,0,1,0,0,0,1,0,0,0,0,0,4,0,2,1,0,0,0,0,0,1,4,0,0,5,3,2,0,7,5,3,4,1,0,2,3,2,2,0,0,1,0,2,0,0,0,0,2,0,0,3,1,0,0,5,1,1,0,2,2,13,1,0,3,0,0,0,0,4,2,3,0,1,543.0
1030,super eam,1.0,2.0,2,0,9,2,1.0,5.0,1.0,9,0.0,0.0,8.0,3.0,0.0,0.0,8,1.0,9.0,0.0,1.0,11.0,8,5.0,2,5.0,8.0,6.0,12,0.0,2,1,5,11,6.0,0.0,14,7.0,10,6.0,9.0,30.0,25.0,15,5,5.0,7.0,14.0,4.0,2.0,8,8.0,0.0,11,5,1,3.0,14,16.0,17.0,14.0,11,13.0,11.0,21.0,7,5,5.0,30.0,16,5.0,0.0,18.0,45.0,2,6,0.0,3,7,3,4.0,9,5,5,3,6,5,4,4,1,1,0,5,8,5,3,1,2,6,2,3,3,4,0,1,1,17,2,4,2,7,1,2,3,0,0,4,0,2,1,1,0,0,0,0,2,0,0,0,0,2,1,2,0,10,10,2,0,4,0,0,1,3,0,0,4,1,0,8,8,3,1,0,2,2,1,4,3,0,1,1,0,3,3,32,7,1,0,3,5,5,4,5,2,3,12,2,2,2,0,6,2,1,3,3,3,1,7,2,0,2,1,0,1,1,5,3,3,1,8,5,6,3,5,3,6,13,10,9,4,1023.0
1031,super eamdem,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,5,0.0,0,0.0,3.0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,0,0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,3,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3,0.0,1,2,0,0.0,3,1,2,6,0,0,1,1,0,0,0,0,0,7,0,7,0,0,0,2,0,1,0,3,0,3,0,1,0,1,0,4,0,5,1,0,0,0,0,2,0,1,3,0,0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,1,0,0,1,0,124.0
1032,super eandem,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,5.0,2.0,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,2.0,1,2,0,0.0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,4,0,0,0,2,3,0,2,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,101.0
1033,super earum,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,0.0,2,3.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,16.0,0,42,0.0,0.0,0.0,10.0,0.0,0,0.0,1.0,1,0,0,0.0,0,0.0,2.0,0.0,0,2.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,118.0
1034,super eas,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,1,3.0,2.0,0.0,0.0,0.0,1,0.0,0,4.0,0.0,1.0,0,4.0,1,0,0,0,0.0,0.0,23,3.0,6,4.0,14.0,7.0,1.0,2,0,0.0,0.0,7.0,3.0,0.0,5,1.0,4.0,4,2,0,16.0,1,2.0,0.0,3.0,0,2.0,0.0,5.0,4,7,1.0,3.0,5,5.0,1.0,0.0,0.0,0,1,0.0,2,0,0,1.0,2,1,0,0,1,0,3,8,2,0,1,1,0,2,1,0,0,0,4,1,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,3,2,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,3,2,3,0,1,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,1,5,3,0,4,0,0,0,1,2,3,0,1,1,0,0,4,1,1,2,0,1,3,1,291.0
1035,super ecclesia,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,3.0,0,0.0,0,3.0,4.0,8.0,0.0,0,0,1.0,1.0,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2.0,1.0,1.0,4,0,0.0,2.0,3,0.0,0.0,0.0,0.0,4,0,0.0,3,1,0,2.0,1,0,0,3,2,0,3,2,2,1,0,0,0,0,6,4,0,0,2,3,3,1,3,6,2,1,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,120.0
1036,super ecclesiam,0.0,0.0,0,0,0,0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,3.0,0,0,0,0,0.0,3.0,0,0.0,0,0.0,2.0,17.0,0.0,1,12,0.0,0.0,0.0,3.0,7.0,0,0.0,1.0,0,0,0,4.0,2,1.0,0.0,0.0,0,1.0,7.0,2.0,6,2,0.0,7.0,2,0.0,2.0,2.0,0.0,0,1,0.0,0,1,0,0.0,0,6,0,0,0,1,0,6,0,0,1,0,3,3,0,4,0,0,2,1,0,0,2,0,0,1,0,0,0,7,2,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,11,1,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,178.0
1037,super ecclesiis,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,24.0,0.0,0,0,0.0,0.0,6.0,0.0,0.0,9,0.0,3.0,6,1,0,0.0,0,1.0,2.0,0.0,4,0.0,0.0,0.0,0,0,1.0,1.0,8,0.0,0.0,0.0,0.0,0,1,1.0,2,0,0,0.0,0,9,5,2,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114.0
1038,super egenum,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,1,1.0,2.0,3.0,4.0,7.0,6,5.0,2,0.0,9.0,0.0,9,2.0,2,0,3,1,3.0,2.0,0,1.0,0,0.0,5.0,3.0,4.0,11,16,4.0,3.0,3.0,4.0,5.0,9,2.0,1.0,2,4,9,20.0,5,13.0,19.0,24.0,8,6.0,4.0,8.0,0,4,18.0,9.0,5,4.0,6.0,5.0,2.0,3,1,0.0,4,1,4,0.0,0,4,0,2,2,1,7,9,8,4,2,4,3,0,1,4,2,9,2,5,0,7,4,3,1,2,6,2,6,2,5,0,7,1,2,0,2,4,0,0,3,4,3,2,0,3,4,2,0,0,0,0,4,1,0,0,0,0,0,3,0,1,2,1,3,1,0,1,0,3,0,5,4,0,0,3,1,0,0,0,1,3,0,0,9,0,0,4,0,0,0,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,2,1,1,3,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,1,1,545.0
1039,super ego,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,0,1,3,0,1,4,0,1,1,0,3,0,19,6,1,0,0,7,4,7,8,3,6,5,2,3,0,3,6,2,2,1,4,0,7,3,14,1,4,0,3,4,4,0,1,3,8,3,5,6,10,6,8,7,4,3,7,8,22,2,7,264.0
1040,super eis,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,3.0,4.0,5,0.0,0,1.0,6.0,0.0,0,6.0,0,0,0,1,0.0,11.0,1,3.0,2,18.0,16.0,21.0,58.0,6,122,7.0,12.0,9.0,74.0,6.0,2,8.0,4.0,11,0,22,6.0,2,2.0,4.0,3.0,48,44.0,10.0,16.0,11,9,7.0,6.0,20,0.0,2.0,3.0,1.0,2,1,7.0,8,5,7,8.0,18,4,11,10,6,23,3,10,8,7,2,8,2,8,5,15,16,10,1,12,0,1,9,1,11,3,7,5,4,7,1,0,0,1,0,0,2,1,3,1,6,2,4,2,0,0,2,1,0,3,1,4,1,0,5,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,0,3,8,1,0,1,1,2,1,2,4,13,0,2,3,1,4,0,4,0,3,6,4,2,1,0,3,5,2,0,0,16,0,9,4,5,1,2,29,2,1,2,1,14,1123.0
